FID,OBJECTID,NOMBRE_EMP,NOMBRE_FAE,REGIÓN_IN,PROVINCIA,COMUNA_INS,NOMBRE_INS,TIPO_INSTA,RECOBRERSO,UTM_NORTE,UTM_ESTE,COTA,ESTADO_INS,FECHA_RE,RES,FECHA_RES_,RES_PDC,METODO_CON,OBS,NEAR_FID,NEAR_DIST,OBSVCN,Vol_Parcia,Vol_Total_,Ton_Parcia,Ton_Total_,Area_1,NORTE_GEO,ESTE_GEO
182,175,CODELCO,ANDINA,V,LOS ANDES,LOS ANDES,PIUQUENES,EMBALSE,COBRE-MOLIBDENO,"6,348,008.773400000300000","382,761.195400000030000","2,157.000000000000000",ACTIVO,x-x-1970,937,03-11-2015,2777,N_A, ,"67,057",297.140702648000000, ,"22,000,000","22,000,000","33,000,000","33,000,000","980,060",-33.0000443133266,-70.254980179072
183,176,COMERCIAL E INVERSIONES HASPARREN,PLANTA MINERA BLACK COLT,V,PETORCA,PETORCA,ZORRITO,EMBALSE,ORO,"6,434,122.328499999800000","323,772.109600000030000",676.000000000000000,ACTIVO,17-02-2011,78, , ,N_A, ,"50,537",136.921103706999990, ,"54,000","36,000","46,120","72,000","3,000",-32.2156946858526,-70.86997387924
184,178,CIA. MINERA CLARA S.A.,MINAS Y PLANTA BELLAVISTA,V,SAN FELIPE,SAN FELIPE,EMBALSE DE RELAVES 4,EMBALSE,COBRE,"6,381,544.140200000300000","332,243.296299999990000",776.000000000000000,ACTIVO,10-06-2013,680, , ,N_A, ,"47,692",114.671087908999990, ,0,"93,000",0,"139,500","6,644",-32.6910778476749,-70.7894732492883
185,180,ANGLO AMERICAN,EL SOLDADO,V,QUILLOTA,NOGALES,EL COBRE 1,TRANQUE DE RELAVE,COBRE,"6,384,007.030100000100000","298,693.937700000010000",0.000000000000000,NO ACTIVO,S/I,S/I, , ,AGUAS ARRIBA,SON 3 TRANQUES EN TOTAL,"47,574",114.055995608999990, ,0,"2,350,000",0,"3,525,000","123,000",-32.6632622130838,-71.1466166045961
186,181,ANGLO AMERICAN,EL SOLDADO,V,QUILLOTA,NOGALES,EL COBRE 2,TRANQUE DE RELAVE,COBRE,"6,383,499.922399999600000","298,891.786399999980000",0.000000000000000,NO ACTIVO,S/I,S/I, , ,AGUAS ARRIBA,SON 3 TRANQUES EN TOTAL,"47,754",249.206480574000010, ,0,"1,000,000",0,"1,500,000","31,000",-32.6678696084791,-71.14461736303
187,182,ANGLO AMERICAN,EL SOLDADO,V,QUILLOTA,NOGALES,EL COBRE 3,TRANQUE DE RELAVE,COBRE,"6,383,024.884600000500000","299,101.108200000020000",0.000000000000000,NO ACTIVO,S/I,S/I, , ,AGUAS ABAJO, ,"47,754",235.407237326999990, ,0,"1,000,000",0,"1,500,000","50,000",-32.6721899713465,-71.1424887434303
188,183,ANGLO AMERICAN,EL SOLDADO,V,QUILLOTA,NOGALES,TORITO,TRANQUE DE RELAVE,COBRE,"6,386,597.673800000000000","297,088.666000000030000",382.000000000000000,ACTIVO,10-05-2005,1135,30-06-2009,1244,EJE CENTRAL, ,"47,560",586.092869190999980, ,"95,630,138","120,666,666","143,445,208","181,000,000","2,601,902",-32.6396151334466,-71.1631612123278
189,184,CIA. MINERA PULLALLI LTDA.,PLANTA PULLALLI,V,PETORCA,LA LIGUA,PULLALLI,EMBALSE,ORO,"6,413,144.576700000100000","282,022.317700000010000",128.000000000000000,ACTIVO,02-11-2011,3369,26-10-2009,1996,N_A, ,"50,711",296.176800087999990, ,0,0,"425,804","1,005,500","33,494",-32.3974612101791,-71.317515660217
190,185,CIA. MINERA PIMENTON,PLANTA PIMENTON,V,LOS ANDES,SAN ESTEBAN,EMBALSE DE RELAVES,EMBALSE,ORO,"6,405,154.684200000000000","386,721.315799999980000","3,358.000000000000000",ACTIVO,04-04-2011,797,09-03-2009,344,N_A, ,"66,330",84.206815810899997, ,"132,021","755,200","178,229","1,019,520","20,000",-32.4850794494994,-70.2056357725979
191,187,MINERA LAS CENIZAS S.A.,LAS CENIZAS CABILDO,V,PETORCA,CABILDO,LAS CENIZAS 4,TRANQUE DE RELAVE,COBRE,"6,410,742.171299999600000","304,430.093200000000000",205.000000000000000,NO ACTIVO,04-08-1986,772,25-09-2012,744,EJE CENTRAL, ,"50,784",371.612432737000010, ,0,"11,000,000",0,"16,500,000","120,000",-32.4232745791773,-71.0799182490469
192,839,CIA. MINERA EL INDIO,FAENA EL INDIO,IV,ELQUI,VICUÑA,EL INDIO,TRANQUE DE RELAVE,COBRE,"6,704,793.774100000000000","404,583.056800000020000",0.000000000000000,NO ACTIVO, , , , ,AGUAS ABAJO, ,"65,288",113.215932623000000, ,0,"4,000,000",0,"6,000,000","290,000",-29.7835190787007,-69.9871524593285
193,189,MINERA LAS CENIZAS S.A.,LAS CENIZAS CABILDO,V,PETORCA,CABILDO,EN PASTA (DEP),EN PASTA,COBRE,"6,405,552.683500000300000","303,842.573399999990000",209.000000000000000,ACTIVO,27-10-2008,898,03-08-2015,1956,N_A, ,"47,841",1.154006479680000, ,"1,786,141","4,988,636","3,143,608","8,780,000","250,000",-32.4699554171766,-71.0872416197015
194,190,MINERA LAS CENIZAS S.A.,LAS CENIZAS CABILDO,V,PETORCA,CABILDO,INTERIOR MINA (DREIM),TRANQUE DE RELAVE,COBRE,"6,409,425.610299999800000","304,882.085399999980000",387.000000000000000,ACTIVO,26-12-2005,2604,03-08-2015,1956, ,DEPOSITO EMERGENCIA. CORROBORAR DATOS,"47,748",163.753988999000000, ,"2,269,708","2,329,545","3,994,687","4,100,000",0,-32.4352229784043,-71.0753858998051
195,191,CIA. MINERA LA PATAGUA,LA PATAGUA,V,PETORCA,LA LIGUA,JAVITO,TRANQUE DE RELAVE,COBRE,"6,397,090.480299999900000","300,441.524800000010000",315.000000000000000,ACTIVO,27-01-2012,195, , ,EJE CENTRAL, ,"46,958",265.863775621999990, ,"675,416","1,670,236","1,013,125","2,505,354","100,100",-32.5456359541228,-71.1252043825921
196,192,CIA. MINERA CAN-CAN,BRONCE DE PETORCA,V,PETORCA,PETORCA,ACOPIO DE ARENAS,TRANQUE DE RELAVE,ORO,"6,436,491.106499999800000","316,721.346000000020000","1,070.000000000000000",ACTIVO,10-07-2000,1338,23-10-2012,836,AGUAS ABAJO,HAY DEPOSITO DE LAMAS Y ARENAS,"50,555",14.385548937099999, ,"264,984","301,074","397,477","451,611",0,-32.1932084091723,-70.9442995248665
197,193,CIA. MINERA EL INGLES,PLANTA EL INGLES,VI,CACHAPOAL,RANCAGUA,EL INGLES 1,TRANQUE DE RELAVE,COBRE,"6,228,331.492800000100000","328,027.227599999980000",524.000000000000000,NO ACTIVO,S/I,S/I, , ,AGUAS ARRIBA ?, ,"51,476",258.760744132000010, ,0,"70,600",0,"105,900","9,300",-34.0716575655321,-70.8636716894574
198,194,CIA. MINERA EL INGLES,PLANTA EL INGLES,VI,CACHAPOAL,RANCAGUA,EL INGLES 2,TRANQUE DE RELAVE,ORO,"6,228,204.607900000200000","327,937.951999999990000",520.000000000000000,NO ACTIVO,S/I,S/I, , ,AGUAS ARRIBA,EXCEDIO CAPACIDAD,"51,476",117.556535439000000, ,0,"116,400",0,"174,600","12,900",-34.0727866355653,-70.8646637889919
199,679,CIA. MINERA FALDA VERDE,PLANTA FALDA VERDE,III,CHAÑARAL,CHAÑARAL,FALDA VERDE 2-3,TRANQUE DE RELAVE,ORO,"7,087,870.725999999800000","339,559.138299999990000",0.000000000000000,NO ACTIVO,S/I,S/I, , , , ,"39,242",958.235010803000020, ,0,0,0,0,0,-26.3200779621756,-70.6074159500801
200,195,CIA. MINERA EL INGLES,PLANTA EL INGLES,VI,CACHAPOAL,RANCAGUA,EL INGLES 3,TRANQUE DE RELAVE,ORO,"6,228,155.441499999700000","328,042.574100000030000",500.000000000000000,NO ACTIVO,27-07-1995,563,N_A,N_A,AGUAS ARRIBA, ,"51,476",88.582666436099998, ,0,"176,200",0,"264,300","12,100",-34.0732470186317,-70.8635402174685
201,196,CODELCO,EL TENIENTE,VI,CACHAPOAL,REQUINOA,CAUQUENES,TRANQUE DE RELAVE,COBRE-MOLIBDENO,"6,204,349.681599999800000","344,568.706400000020000",651.000000000000000,NO ACTIVO,S/I,S/I,09-03-2009,2080, , ,"89,213","1,314.672635110000100", ,0,"270,000,000",0,"405,000,000",0,-34.2904347097176,-70.6887866106707
202,197,CODELCO,EL TENIENTE,VI,CACHAPOAL,MACHALI,BARAHONA 1,TRANQUE DE RELAVE,COBRE-MOLIBDENO,"6,226,318.784599999900000","361,017.152899999990000",188.000000000000000,NO ACTIVO,S/I,S/I,09-03-2009,2080,AGUAS ARRIBA, ,"66,774",796.394366160000000, ,0,0,0,"20,000,000","910,000",-34.094705032235,-70.5066021243604
203,198,TRANSPORTE JORGE ALBORNOZ HIJO LTDA. (EX SLM FLOR DE TE),PLANTA LA HIGUERA (EX PLANTA FLOR DE TE),VI,CACHAPOAL,PICHIDEGUA,LA HIGUERA,EMBALSE,ORO,"6,188,478.165000000000000","297,919.641400000020000",205.000000000000000,NO ACTIVO,03-02-1995,131,N_A,N_A,N_A, ,"51,109",146.021422167000000, ,0,0,0,0,0,-34.4254332248146,-71.1990805336264
204,199,AUSTRAL MINING COMPANY LTDA.,PLANTA EL MILAGRO,VI,CACHAPOAL,DONIHUE,EMBALSE DE RELAVES,EMBALSE,ORO,"6,214,685.399700000000000","329,440.444299999970000",433.000000000000000,NO ACTIVO,04-08-2008,663, , ,N_A, ,"66,228",341.825834094000020, ,0,"189,424",0,"284,136","40,000",-34.1948948502731,-70.8510442149214
205,200,CIA. MINERA EL INGLES,PLANTA EL INGLES,VI,CACHAPOAL,RANCAGUA,EL INGLES,EMBALSE,COBRE,"6,228,323.410100000000000","328,197.845500000000000",0.000000000000000,ACTIVO, , ,17-01-2014,83,N_A, ,"51,476",301.575151429000020, ,"75,809","175,000","113,713","262,500","46,575",-34.0717584450788,-70.8618251525063
206,201,MINERA VALLE CENTRAL S.A.,MINERA VALLE CENTRAL S.A.,VI,CACHAPOAL,REQUINOA,COLIGUE,EMBALSE,COBRE,"6,208,564.118400000000000","345,809.946600000020000",687.000000000000000,NO ACTIVO,27-11-2006,1156,04-09-2015,2244,N_A, ,"52,020",658.612974809999970, ,0,"147,000,000",0,"220,500,000","7,400,000",-34.2526281339576,-70.6745518752379
207,202,MINERA VALLE CENTRAL S.A.,MINERA VALLE CENTRAL S.A.,VI,CACHAPOAL,REQUINOA,ESPESAMIENTO,ESPESADO,COBRE,"6,210,877.309299999800000","345,213.111800000010000",619.000000000000000,NO ACTIVO,S/I,S/I,04-09-2015,2244,N_A, ,"66,228","1,005.259601050000000", ,0,0,0,0,0,-34.2316867762162,-70.6806166352053
208,203,SCM TAMBILLOS,LAS PALMAS,VII,TALCA,PENCAHUE,LAS PALMAS,TRANQUE DE RELAVE,COBRE-ORO,"6,102,903.914099999700000","248,792.901199999990000",158.000000000000000,NO ACTIVO,10-01-1997,16,N_A,N_A, , ,"53,979",40.824694217900003, ,0,0,0,0,0,-35.1854547843237,-71.7587832256359
209,204,SCM EL TOQUI,FAENA EL TOQUI,XI,COYHAIQUE,COYHAIQUE,TOQUI O ANTIGUO,TRANQUE DE RELAVE,ZINC,"5,008,831.430499999800000","268,233.763299999990000",723.000000000000000,NO ACTIVO,04-05-1983,507,23-03-2010,252, , ,"25,072",234.385025116000010, ,0,0,0,0,0,-45.0360568897193,-71.9424711453415
210,205,SCM EL TOQUI,FAENA EL TOQUI,XI,COYHAIQUE,COYHAIQUE,CONFLUENCIA,TRANQUE DE RELAVE,ZINC,"5,009,112.270200000100000","269,440.002900000020000",641.000000000000000,NO ACTIVO,06-02-2008,114,23-03-2010,252, , ,"25,023",269.915060160000000, ,0,0,0,0,0,-45.0339254763957,-71.9270481428512
211,206,IMERYS MINERALES ARICA LIMITADA,PLANTA DIATOMEAS,XV,ARICA,ARICA,PRODUCCION,FILTRADO,DIATOMITA,"7,963,938.777200000400000","361,796.259199999970000",53.000000000000000,ACTIVO,S/I,S/I, , ,N_A, ,"71,226",371.095308192999990, ,0,0,0,0,0,-18.410139740057,-70.3084676283164
212,207,CIA. MINERA DOÑA INES DE COLLAHUASI,COLLAHUASI,I,EL TAMARUGAL,PICA,PAMPA PABELLON,EMBALSE,COBRE-MOLIBDENO,"7,684,343.985200000000000","540,893.126099999990000","4,150.000000000000000",ACTIVO,30-06-2003,1919, , ,N_A, ,"85,781",501.705972217000010, ,"449,723,654","763,531,000","612,564,306","104,000,000","13,449,688",-20.9408904898204,-68.60668449397
213,208,MINERA ESCONDIDA LTDA.,ESCONDIDA,II,ANTOFAGASTA,ANTOFAGASTA,LAGUNA SECA,EMBALSE,COBRE,"7,300,529.368599999700000","487,531.593799999970000","3,200.000000000000000",ACTIVO,14-06-1999,800,18-06-2009,1149,N_A, ,"78,920","1,706.742934010000000", ,"653,467,630",0,"980,201,446",0,"29,355,000",-24.408596814338,-69.1229778514492
214,209,MINERA ESCONDIDA LTDA.,ESCONDIDA,II,ANTOFAGASTA,ANTOFAGASTA,HAMBURGO,TRANQUE DE RELAVE,COBRE,"7,313,056.562900000300000","494,640.129399999980000","3,100.000000000000000",NO ACTIVO,03-12-1993,1730,18-06-2009,1149, , ,"79,732","4,277.351884720000300", ,0,"5,880,000",0,"8,820,000","6,019,456",-24.2954935685966,-69.0528183189634
215,211,CIA. MINERA ZALDIVAR,ZALDIVAR,II,ANTOFAGASTA,ANTOFAGASTA,FASE I,TRANQUE DE RELAVE,COBRE,"7,326,469.343999999600000","496,248.295099999990000","3,100.000000000000000",NO ACTIVO,X-X-2011,4075,19-06-2015,1647, , ,"80,491","5,587.838785930000100", ,0,0,0,0,"222,354",-24.174353896395,-69.036935835381
216,212,CIA. MINERA ZALDIVAR,ZALDIVAR,II,ANTOFAGASTA,ANTOFAGASTA,FASE II,TRANQUE DE RELAVE,COBRE,"7,327,383.288800000200000","496,211.947400000000000","3,061.000000000000000",NO ACTIVO,X-X-2011,4075,19-06-2015,1647, , ,"80,491","5,194.166181659999900", ,0,0,0,0,"390,336",-24.1660989819029,-69.0372912834818
217,213,CIA. MINERA ZALDIVAR,ZALDIVAR,II,ANTOFAGASTA,ANTOFAGASTA,FASE III,EMBALSE,COBRE,"7,326,909.528699999700000","495,544.520100000020000","3,090.000000000000000",ACTIVO,18-01-2006,151,19-06-2015,1647,N_A,TONELAJE DE TODOS LOS DEPOSITOS,"80,491","5,847.530161699999600", ,"9,760,678","11,820,353","12,688,882","15,366,460","260,000",-24.1703762765801,-69.0438631966656
218,214,YAMANA GOLD - MINERA MERIDIAN,EL PEÑON,II,ANTOFAGASTA,ANTOFAGASTA,AMPLIACION EL PEÑON,FILTRADO,ORO-PLATA,"7,300,074.306300000300000","450,459.165500000000000","1,900.000000000000000",ACTIVO,14-12-2010,1477,29-01-2010,137,N_A, ,"79,028","1,138.156227929999900", ,"10,050,765","29,294,117","17,086,301","49,800,000","1,350,000",-24.411968219997,-69.4886383406205
219,215,MANTOS COOPER,MANTOS BLANCOS,II,ANTOFAGASTA,ANTOFAGASTA,MANTOS BLANCO,FILTRADO,COBRE,"7,406,945.171799999700000","392,272.733000000010000",860.000000000000000,ACTIVO,04-10-2013,1219,14-02-2013,209,N_A, ,"69,449",794.225065257999970, ,"79,094,781","92,133,333","118,642,172","138,200,000","455,322",-23.4438963795042,-70.0546264128744
220,216,CIA. MINERA NOVA VENTURA,PLANTA STO. DOMINGO,II,ANTOFAGASTA,TALTAL,TRANQUE 1,TRANQUE DE RELAVE,COBRE,"7,223,231.903599999800000","348,782.213300000000000",5.000000000000000,NO ACTIVO,25-03-1996,316,N_A,N_A, , ,"82,204","2,018.265262420000000", ,0,0,0,0,0,-25.0991677057769,-70.4996410660405
221,217,CIA. MINERA NOVA VENTURA,PLANTA STO. DOMINGO,II,ANTOFAGASTA,TALTAL,TRANQUE 2,TRANQUE DE RELAVE,COBRE,"7,222,346.991200000000000","348,669.145299999970000",17.000000000000000,NO ACTIVO,19-12-2003,3834, , , , ,"82,204","1,645.950439600000000", ,0,0,0,0,0,-25.1071452265754,-70.5008595912371
222,218,MINERA LAS CENIZAS S.A.,LAS CENIZAS TALTAL,II,ANTOFAGASTA,TALTAL,LAS LUCES 2,TRANQUE DE RELAVE,COBRE,"7,160,345.299599999600000","341,051.966399999980000",180.000000000000000,ACTIVO,01-08-2003,2921,09-02-2009,160,AGUAS ABAJO, ,"38,979",990.292260123000010, ,0,0,"8,801,493","9,500,000","350,000",-25.6660614018905,-70.583668948765
223,219,MINERA LAS CENIZAS S.A.,LAS CENIZAS TALTAL,II,ANTOFAGASTA,TALTAL,LAS LUCES 1,TRANQUE DE RELAVE,COBRE,"7,160,855.476700000500000","340,397.838999999980000",152.000000000000000,NO ACTIVO,S/I,S/I,04-10-2006,975, , ,"39,798","1,121.299063140000000", ,0,0,0,0,"238,412",-25.6613852898673,-70.5901232227909
224,220,CIA. MINERA SOLEDAD,PLANTA SOLEDAD,II,ANTOFAGASTA,TALTAL,SOLEDAD I,TRANQUE DE RELAVE,ORO,"7,222,376.914099999700000","444,664.844900000030000","2,750.000000000000000",NO ACTIVO,31-12-1992,1602,N_A,N_A, , ,"81,646","1,879.302295669999900", ,0,"40,000",0,"58,000",0,-25.1134553903349,-69.5488627189205
225,221,CIA. MINERA SOLEDAD,PLANTA SOLEDAD,II,ANTOFAGASTA,TALTAL,SOLEDAD II,EMBALSE,COBRE,"7,222,306.031499999600000","444,775.954499999990000","2,750.000000000000000",NO ACTIVO,30-12-2002,2967, , ,N_A, ,"81,646","1,753.319210760000000", ,0,0,0,0,0,-25.1140995738564,-69.5477635287846
226,222,CIA. MINERA CERRO DOMINADOR,PLANTA CALLEJAS ZAMORA,II,ANTOFAGASTA,SIERRA GORDA,TRANQUE 1,EMBALSE,COBRE,"7,477,295.285400000400000","459,345.993299999970000","1,705.000000000000000",NO ACTIVO,10-11-1989,1081,N_A,N_A,N_A, ,"78,744","2,730.755825390000200", ,0,0,0,0,"18,000",-22.8114738956337,-69.396145712493
227,223,CIA. MINERA CERRO DOMINADOR,PLANTA CALLEJAS ZAMORA,II,ANTOFAGASTA,SIERRA GORDA,TRANQUE 2,EMBALSE,COBRE,"7,477,213.309000000400000","459,146.862199999970000","1,678.000000000000000",NO ACTIVO,11-01-1996,33,N_A,N_A,N_A, ,"78,744","2,627.297530760000000", ,0,0,0,0,"23,000",-22.8122095908675,-69.3980882257604
228,224,CIA. MINERA CERRO DOMINADOR,PLANTA CALLEJAS ZAMORA,II,ANTOFAGASTA,SIERRA GORDA,TRANQUE 3,EMBALSE,COBRE,"7,477,352.539500000000000","459,208.018300000000000","1,680.000000000000000",NO ACTIVO,14-04-2005,968,30-07-2015,1936,N_A, ,"78,744","2,771.180958080000000", ,0,"257,333",0,"386,000","28,000",-22.8109533472009,-69.3974886598304
229,225,CIA. MINERA CENTINELA,PROYECTO ESPERANZA,II,ANTOFAGASTA,SIERRA GORDA,PROYECTO ESPERANZA,ESPESADO,COBRE-ORO,"7,456,802.028500000000000","487,505.868599999990000","2,416.000000000000000",ACTIVO,12-03-2009,365,27-01-2009,91,N_A, ,"78,875",356.805774267999990, ,"87,138,580","468,750,000","132,450,642","750,000,000","13,200,000",-22.9970461962691,-69.1219132204156
230,226,CODELCO,CHUQUICAMATA,II,EL LOA,CALAMA,TALABRE,TRANQUE DE RELAVE,COBRE-MOLIBDENO,"7,525,647.232599999800000","522,293.456100000010000","2,429.000000000000000",ACTIVO,16-01-1987,72,04-03-2009,300,EJE CENTRAL, ,"85,718","8,049.241003959999900", ,"106,159,022","145,100,000","159,238,534","210,395,000","600,000",-22.3750142466555,-68.7834481480592
231,227,SOTRAMIN LTDA. TALTAL,PLANTA MANUEL RODRIGUEZ,II,ANTOFAGASTA,TALTAL,TRANQUE DE RELAVE 2,TRANQUE DE RELAVE,COBRE,"7,190,201.886300000400000","351,523.668100000010000",15.000000000000000,NO ACTIVO, , , , ,AGUAS ARRIBA, ,"83,542","1,414.075155690000000", ,0,"37,150",0,"55,725","8,000",-25.3976280090673,-70.4760603146183
232,228,MINERA MICHILLA S.A.,MICHILLA,II,ANTOFAGASTA,MEJILLONES,MICHILLA,TRANQUE DE RELAVE,COBRE,"7,484,415.797700000000000","367,800.540600000010000",5.000000000000000,NO ACTIVO,30-09-1994,655,12-01-2009,25, , ,"76,439","1,215.449102560000000", ,0,"30,000",0,"43,500",0,-22.7424537658414,-70.2874770613579
233,229,ENAMI,PLANTA JOSE ANTONIO MORENO,II,ANTOFAGASTA,TALTAL,EMBALSE DE RELAVE,EMBALSE,COBRE,"7,191,152.288099999500000","353,701.038200000010000",15.000000000000000,ACTIVO,11-12-2012,148,04-06-2015,1530,N_A, ,"80,739",632.993296344999980, ,"108,919","105,000","163,379","157,500","20,500",-25.3892637239543,-70.4543169671534
234,231,ALVARO MARIN AMENABAR,PLANTA LOS LEONES,IV,ELQUI,ANDACOLLO,LOS LEONES 1,TRANQUE DE RELAVE,ORO,"6,654,315.327200000200000","302,324.708999999970000","1,118.000000000000000",NO ACTIVO,07-02-1986,209,N_A,N_A,AGUAS ARRIBA ?, ,"42,316",139.129755984000010, ,0,"75,870",0,"113,805","8,500",-30.2266498584258,-71.0540252128843
235,232,A. SILVA,PLANTA SILVA,IV,ELQUI,ANDACOLLO,SILVA,TRANQUE DE RELAVE,ORO,"6,654,404.281700000200000","299,073.926299999990000","1,020.000000000000000",NO ACTIVO,S/I,S/I, , , ,SIN PROYECTO,"42,316",29.383997035099998, ,0,0,0,0,0,-30.2253139694693,-71.0877681912267
236,233,MINERA ARENILLAS,PLANTA PALMIRA,IV,ELQUI,ANDACOLLO,PALMIRA 2,TRANQUE DE RELAVE,ORO,"6,654,238.256699999800000","299,522.947900000030000","1,040.000000000000000",NO ACTIVO,16-05-1988,530,N_A,N_A,AGUAS ARRIBA,EXCEDE CAP. MAX.,"42,316",8.901026956240001, ,0,"96,000",0,"144,000","5,300",-30.2268854643479,-71.0831366886154
237,234,SUC. GODOY ALBALLAY (EX SANTIAGO AGUILERA),PLANTA SAN JUAN,IV,ELQUI,ANDACOLLO,SAN JUAN,TRANQUE DE RELAVE,ORO,"6,652,571.557599999900000","298,920.479200000000000","1,115.000000000000000",NO ACTIVO,13-03-1987,273,N_A,N_A,AGUAS ARRIBA,EXCEDE CAPACIDAD,"42,316","1,721.604964660000000", ,0,"159,500",0,"239,250","8,000",-30.2418165592023,-71.0897114184181
238,235,"PIZARRO, GUERRA Y CIA. (WILSON PIZARRO GUERRA)",PLANTA IRENE,IV,ELQUI,ANDACOLLO,IRENE 2,TRANQUE DE RELAVE,ORO,"6,654,276.242200000200000","300,686.283799999980000","1,010.000000000000000",NO ACTIVO, , , , ,AGUAS ARRIBA, ,"42,316",258.328371477000020, ,0,"18,000",0,"27,000","1,800",-30.2267344522156,-71.0710480398724
239,236,WALTER MUÑOZ TABILO,PLANTA LOS LITRES,IV,ELQUI,ANDACOLLO,LOS LITRES 1-2,TRANQUE DE RELAVE,ORO,"6,654,929.385200000400000","297,966.914600000020000",980.000000000000000,NO ACTIVO,20-02-1987,194,N_A,N_A,AGUAS ARRIBA,REMOVIDO LA MITAD ? SOLO QUEDA 1,"42,316",414.400546707999980, ,0,"17,077",0,"24,761",110,-30.2203947556725,-71.0991637842076
240,237,DARIO CORTES,PLANTA PUNTA CALETONES,IV,ELQUI,ANDACOLLO,PUNTA CALETONES 4,TRANQUE DE RELAVE,COBRE-ORO,"6,654,650.604399999600000","300,275.167100000020000","1,010.000000000000000",NO ACTIVO,06-06-1988,584,N_A,N_A, , ,"42,316",72.302858315600005, ,0,"194,000",0,"281,300",0,-30.2232907523153,-71.0752466465476
241,238,EDUARDO MUÑOZ R.,"PLANTA AZULINA, NUEVA ESPERANZA, RENACIMIENTO",IV,ELQUI,ANDACOLLO,NUEVA ESPERANZA 2A,TRANQUE DE RELAVE,ORO,"6,650,914.986499999600000","300,195.682099999980000","1,200.000000000000000",NO ACTIVO,05-07-1983,722,N_A,N_A,AGUAS ARRIBA, ,"42,316","3,386.200392459999900", ,0,"113,000",0,"163,850","3,000",-30.2569667206708,-71.0767805649092
242,765,YOLANDA BOU BARRAZA,PLANTA ROSARIO DE COGOTI,IV,LIMARI,COMBARBALA,ROSARIO 1,TRANQUE DE RELAVE,COBRE,"6,558,185.475900000000000","316,920.653600000020000",997.000000000000000,NO ACTIVO, , , , , ,EJE CENTRAL,"44,078",556.152026609000020, ,0,"2,400",0,"3,600","1,900",-31.095901240034,-70.9194977814003
243,766,YOLANDA BOU BARRAZA,PLANTA ROSARIO DE COGOTI,IV,LIMARI,COMBARBALA,TRANQUE EMERGENCIA,TRANQUE DE RELAVE,COBRE,"6,558,100.147699999600000","316,821.434599999980000",997.000000000000000,NO ACTIVO, , , , , , ,"44,078",444.994667241999990, ,0,0,0,0,0,-31.0966552383465,-70.9205530359969
244,240,FREDDY ROJAS VERGARA,PLANTA PRINCESA Y ANDRONICA,IV,ELQUI,ANDACOLLO,PRINCESA Y ANDRONICA 4,TRANQUE DE RELAVE,ORO-COBRE-PLATA,"6,654,864.825199999800000","297,129.234899999980000","1,120.000000000000000",NO ACTIVO,28-08-1987,775,N_A,N_A,EJE CENTRAL, ,"42,031",154.734279237000010, ,0,"93,650",0,"140,475","1,700",-30.2208373106204,-71.1078749359768
245,242,HORACIO TAPIA,PLANTA BUFALO (EX PLANTA TAPIA),IV,ELQUI,ANDACOLLO,TRANQUE DE RELAVE,TRANQUE DE RELAVE,ORO,"6,653,825.754200000300000","302,032.906200000030000","1,110.000000000000000",ABANDONADO,S/I,S/I, , , ,SIN PROYECTO,"42,316",656.257141904000040, ,0,0,0,0,"518,400",-30.2310175027919,-71.0571476163684
246,243,ISAAC PEREZ,PLANTA MARY,IV,ELQUI,ANDACOLLO,TRANQUE DE RELAVE (ABANDONADO),TRANQUE DE RELAVE,ORO,"6,654,440.912300000000000","299,645.979300000010000","1,050.000000000000000",ABANDONADO,S/I,S/I, , , ,SIN PROYECTO,"42,316",0.410729605722000, ,0,0,0,0,0,-30.2250781620654,-71.0818204762162
247,244,JOAQUIN GONZALEZ,PLANTA GONZALEZ,IV,ELQUI,ANDACOLLO,TRANQUE DE RELAVE (ABANDONADO),TRANQUE DE RELAVE,ORO,"6,653,204.604600000200000","299,463.951799999980000","1,100.000000000000000",ABANDONADO,S/I,S/I, , , ,SIN PROYECTO,"42,316","1,017.957592340000000", ,0,0,0,0,0,-30.236197507339,-71.0839460421281
248,246,JUAN PERINES PERINES,LAS TAZAS - CHISPERA (EX PLANTA LA EXOTICA),IV,ELQUI,ANDACOLLO,TRANQUE 2 (EX LA EXOTICA 2),TRANQUE DE RELAVE,ORO,"6,652,956.564399999600000","298,457.409900000030000","1,015.000000000000000",NO ACTIVO,S/I,S/I, , ,AGUAS ARRIBA ?,COLAPSADO ?,"42,316","1,387.873827429999900", ,0,"4,225",0,"6,337","3,400",-30.2382676453431,-71.0944475032029
249,247,JUVENAL GUERRA JERALDO,PLANTA PEDRO PABLO,IV,ELQUI,ANDACOLLO,PEDRO PABLO 3,TRANQUE DE RELAVE,ORO,"6,653,127.073699999600000","298,479.191100000000000","1,100.000000000000000",NO ACTIVO,11-07-1988,966,N_A,N_A,AGUAS ARRIBA, ,"42,316","1,216.213841640000100", ,0,"43,000",0,"64,500","1,700",-30.2367335700068,-71.0941886664875
250,681,LUIS DONOSO SARMIENTO,PLANTA ANITA,RM,CHACABUCO,TILTIL,ANITA 1-2,TRANQUE DE RELAVE,ORO,"6,338,565.366200000000000","318,500.456999999990000",0.000000000000000,ABANDONADO,13-04-1995,304,N_A,N_A,EJE CENTRAL, ,"58,742",54.970059798500003, ,0,"3,495",0,"5,242","1,200",-33.0763704965701,-70.9444454829029
