FID,OBJECTID,NOMBRE_EMP,NOMBRE_FAE,REGIÓN_IN,PROVINCIA,COMUNA_INS,NOMBRE_INS,TIPO_INSTA,RECOBRERSO,UTM_NORTE,UTM_ESTE,COTA,ESTADO_INS,FECHA_RE,RES,FECHA_RES_,RES_PDC,METODO_CON,OBS,NEAR_FID,NEAR_DIST,OBSVCN,Vol_Parcia,Vol_Total_,Ton_Parcia,Ton_Total_,Area_1,NORTE_GEO,ESTE_GEO
63,63,CIA. CONTRACTUAL MINERA CANDELARIA,CANDELARIA,III,COPIAPO,TIERRA AMARILLA,CANDELARIA,TRANQUE DE RELAVE,COBRE,"6,956,712.325799999800000","370,491.631600000020000",770.000000000000000,ACTIVO,09-07-2012,2380,03-03-2009,291, , ,"61,219","3,182.994142999999900", ,"303,379,540","281,700,000","445,069,310","408,465,000","4,034,097",-27.5070992377841,-70.3111949427965
64,64,GILBERTO ACIAR,PLANTA IRMITA,III,COPIAPO,COPIAPO,EMBALSE DE RELAVES,EMBALSE,COBRE,"6,968,009.989699999800000","366,317.909300000000000",0.000000000000000,ACTIVO,S/I,S/I, , ,N_A, ,"64,392","3,521.569861120000000", ,0,0,0,0,0,-27.4047277500783,-70.3521974097949
65,65,RODRIGO BARRERA BARRERA (EX NELSON SOTO),PLANTA MARIA ISABEL,III,COPIAPO,TIERRA AMARILLA,MARIA ISABEL 3,TRANQUE DE RELAVE,COBRE,"6,963,158.045400000200000","374,418.129200000020000",496.000000000000000,ACTIVO,15-06-1986,702,N_A,N_A,AGUAS ARRIBA,CORROBORAR DEPOSITO,"64,392",64.680895702900003, ,0,"1,300",0,"1,950",300,-27.4492907610586,-70.270781733472
66,675,FERNANDO OLAZO MALDONADO,PLANTA OLAZO,III,COPIAPO,COPIAPO,OLAZO 1,TRANQUE DE RELAVE,S/I,"6,973,985.857400000100000","370,257.114999999990000",0.000000000000000,NO ACTIVO,S/I,S/I, , ,AGUAS ARRIBA,PISCINAS PARA LLUVIA ?,"62,103","2,637.162772369999900", ,0,"1,130",0,"1,695",800,-27.3511717616326,-70.3117244975694
67,66,WALTER ORTEGA LAZCANO,PLANTA SAN LUIS,III,COPIAPO,COPIAPO,TRANQUE DE RELAVE,TRANQUE DE RELAVE,COBRE,"6,967,000.316800000100000","364,776.275399999980000","6,087.000000000000000",ACTIVO,S/I,S/I, , , , ,"61,986","4,863.859367490000300", ,0,0,0,0,0,-27.4136884953305,-70.3678997286589
68,67,NATIMAN FLORES DIAZ,PLANTA OJOS DE AGUA,III,COPIAPO,COPIAPO,OJOS DE AGUA,EMBALSE,ORO,"6,967,537.008700000100000","366,311.326899999990000",0.000000000000000,ACTIVO,S/I,S/I, , ,AGUAS ABAJO,"E 700 RARO, CORROBORAR TODOS LOS DATOS","64,392","3,870.011742759999800", ,"1,653","25,000","2,480","37,500",700,-27.4089960165021,-70.3523159511191
69,69,CMC SALI HOCHSCHILD S.A.,OJANCOS,III,COPIAPO,COPIAPO,OJANCOS 2,TRANQUE DE RELAVE,COBRE,"6,972,231.242600000500000","366,464.659099999990000",0.000000000000000,NO ACTIVO,S/I,S/I, , ,AGUAS ARRIBA ?,SE SEÑALAN 4 TRANQUES,"64,392",387.098797274999980, ,0,"1,602,066",0,"2,403,100",0,-27.3666428748532,-70.350250537468
70,70,CIA. MINERA DEL PACIFICO,CERRO NEGRO NORTE,III,COPIAPO,COPIAPO,CERRO NEGRO NORTE,EN PASTA,HIERRO,"6,998,543.818000000000000","365,048.512400000010000","1,045.000000000000000",ACTIVO,31-08-2012,3116,30-07-2015,1932, , ,"62,577",318.277854245000010, ,"1,023,200","68,965,517","1,534,801","1,100,000","2,547,041",-27.1290139474156,-70.361671863065
71,676,SOC. MINERA SERPROMIN,PLANTA EL ARENAL,V,SAN FELIPE,PUTAENDO,EL ARENAL 1,EMBALSE,S/I,"6,385,466.704199999600000","335,391.264299999980000",775.000000000000000,NO ACTIVO,11-03-1996,262,N_A,N_A,N_A, ,"47,102",97.171816178200004, ,0,0,0,0,0,-32.6561841182711,-70.7552154490333
72,677,SOC. MINERA SERPROMIN,PLANTA EL ARENAL,V,SAN FELIPE,PUTAENDO,EL ARENAL 3,EMBALSE,S/I,"6,385,520.943900000300000","335,340.993399999980000",775.000000000000000,ACTIVO,28-10-2013,1568, , ,N_A, ,"47,102",101.849044694000000, ,0,"388,158",0,"582,237","22,652",-32.6556875630094,-70.7557417059191
73,768,NICANOR VILLALOBOS,PLANTA SAN MIGUEL,IV,LIMARI,MONTE PATRIA,SAN MIGUEL,TRANQUE DE RELAVE,ORO,"6,589,226.902900000100000","347,256.314799999990000","1,600.000000000000000",NO ACTIVO,S/I,S/I, , ,AGUAS ARRIBA,CORROBORAR DEPOSITO,"89,315",66.684900596099993, ,0,0,0,0,0,-30.8202586890159,-70.5968924256894
74,769,GERARDO TORO A.,PLANTA ANA MARIA,IV,CHOAPA,ILLAPEL,ANA MARIA 1,TRANQUE DE RELAVE,COBRE-ORO,"6,520,919.672700000000000","308,729.039099999990000",780.000000000000000,NO ACTIVO, , , , ,AGUAS ARRIBA, ,"46,352",76.515474630200004, ,0,"199,600",0,"299,400","11,500",-31.4306306343236,-71.0124602860601
75,770,GUILLERMO DELGADO,PLANTA ASIENTO VIEJO,IV,CHOAPA,ILLAPEL,ASIENTO VIEJO 2,TRANQUE DE RELAVE,ORO,"6,501,661.524500000300000","298,473.935500000020000",450.000000000000000,NO ACTIVO,18-01-1984,103,N_A,N_A,EJE CENTRAL,CORROBORAR DATOS,"45,606",380.496645914999990, ,0,"5,500",0,"8,250","3,200",-31.6025279484107,-71.124224594255
76,771,GUILLERMO DELGADO,PLANTA ASIENTO VIEJO,IV,CHOAPA,ILLAPEL,ASIENTO VIEJO 3,TRANQUE DE RELAVE,ORO,"6,501,703.593299999800000","298,462.823099999980000",450.000000000000000,NO ACTIVO, , , , ,EJE CENTRAL,CORROBORAR DATOS,"45,606",414.122512593000010, ,0,"1,800",0,"2,700","2,200",-31.6021467020992,-71.1243330436742
77,74,SOC. PUNTA DEL COBRE S.A.,PLANTA SAN JOSE,III,COPIAPO,COPIAPO,LAS CRUCES,TRANQUE DE RELAVE,COBRE,"6,963,160.576000000400000","369,097.379599999990000",0.000000000000000,ACTIVO,16-03-2007,281,16-04-2007,384,EJE CENTRAL, ,"61,219","3,070.644047650000200", ,"25,450,200","34,333,334","38,175,300","51,500,000","950,700",-27.4487664544319,-70.3246114879283
78,75,SOC. PUNTA DEL COBRE S.A.,PLANTA PUCOBRE,III,COPIAPO,TIERRA AMARILLA,EL BUITRE,TRANQUE DE RELAVE,COBRE,"6,959,591.648000000000000","372,753.591699999990000",0.000000000000000,NO ACTIVO, , ,26-04-2005,1050, , ,"61,219",314.464384886999990, ,0,"4,400,000",0,"6,600,000","166,113",-27.4813253708288,-70.2879961623319
79,624,SLM TESORO,FAENA TESORO,IV,ELQUI,LA HIGUERA,TESORO 4,TRANQUE DE RELAVE,COBRE,"6,750,148.387600000000000","299,436.793899999990000",355.000000000000000,ACTIVO,26-05-2005,1253, , ,EJE CENTRAL, ,"43,043",306.255139770000030, ,0,"166,800",0,"235,188",0,-29.3618624679127,-71.0661759194772
80,625,CIA. EXPLORACION DE MINAS SAN ANDRES,PLANTA ELISA DE BORDOS,III,COPIAPO,TIERRA AMARILLA,ELISA DE BORDOS 1,TRANQUE DE RELAVE,COBRE,"6,933,401.534099999800000","382,809.393800000020000",756.000000000000000,NO ACTIVO,18-02-1985,205,N_A,N_A,AGUAS ARRIBA,HEREDADO ENAMI,"64,392",571.499818463000000, ,0,"900,000",0,"1,350,000","56,300",-27.7186184941138,-70.1887774139685
81,76,ANA MARIA MUNIZAGA,PLANTA ALEMANA,III,COPIAPO,COPIAPO,EMBALSE DE RELAVES,EMBALSE,COBRE,"6,967,387.459800000300000","365,785.461599999980000",539.000000000000000,NO ACTIVO,S/I,S/I, , ,N_A, ,"64,392","4,375.663580729999900", ,0,0,0,0,0,-27.4102940943126,-70.3576505874501
82,77,MINERA LUMINA COPPER CHILE LTDA.,CASERONES,III,COPIAPO,TIERRA AMARILLA,DEPOSITO DE ARENAS,TRANQUE DE RELAVE,COBRE,"6,882,030.001500000200000","445,535.523600000010000","4,300.000000000000000",ACTIVO,02-11-2011,3370,06-02-2012,306, , ,"59,988",370.798294398999990, ,"61,920,000","380,000,000","92,880,000","570,000,000","3,268,278",-28.1863484499925,-69.5548895986203
83,78,ALBERTO MAURICIO FUENTES RIVERA,LAXNAR,IV,ELQUI,LA HIGUERA,EMBALSE DE RELAVES,EMBALSE,COBRE,"6,742,902.377999999600000","331,564.041399999990000","1,550.000000000000000",ABANDONADO,S/I,S/I, , ,N_A, ,"43,050",367.773380690000010, ,0,0,0,0,0,-29.4319468146091,-70.7364537235574
84,79,CARLOS GREGORIO ARAYA CAMPAÑA,"PLANTA DE BENEFICIO, CARLOS ARAYA CAMPAÑA",IV,ELQUI,COQUIMBO,TRANQUE DE RELAVE,TRANQUE DE RELAVE,COBRE,"6,656,945.888199999900000","286,907.596100000020000",314.000000000000000,NO ACTIVO,17-01-2012,106, , , , ,"42,035",422.407618069000020, ,0,0,0,0,0,-30.2003205478867,-71.2135950324593
85,80,DINKA RAMIREZ (ROBINSON GONZALEZ),FAENA PLANTA  SAN LUIS,IV,ELQUI,LA SERENA,SAN LUIS,TRANQUE DE RELAVE,COBRE,"6,676,276.485700000100000","303,630.480199999990000",325.000000000000000,ACTIVO,30-08-1989,825,N_A,N_A, ,EN ARRIENDO,"43,170",7.559151054120000, ,"30,964","33,163","46,447","49,745","10,400",-30.0288006112725,-71.0363937987542
86,81,MAURICIO ALBURQUENQUE NUÑEZ,SANTA TERESITA,IV,ELQUI,ANDACOLLO,SANTA TERESITA 2,TRANQUE DE RELAVE,ORO-COBRE,"6,654,244.042100000200000","301,271.924400000020000","1,028.000000000000000",ACTIVO,04-02-1986,188,N_A,N_A,AGUAS ARRIBA, ,"42,316",201.542428112000010, ,0,"74,000",0,"111,000","2,600",-30.2271208557203,-71.0649720968662
87,82,JUAN POLO DABED,FAENA TUNQUEN EX EL ALMENDRO,IV,CHOAPA,ILLAPEL,TUNQUEN 4 (EX EL ALMENDRO 4),TRANQUE DE RELAVE,COBRE-ORO,"6,516,635.280600000200000","300,600.722100000010000",689.000000000000000,ABANDONADO,07-02-1986,205,N_A,N_A,AGUAS ARRIBA,EXCEDIO CAPACIDAD. COLAPSO,"46,470",22.741568894899999, ,0,"73,900",0,"110,850","15,600",-31.4678894759685,-71.0987961326325
88,83,JORGE HONORES MILLA,PLANTA VICTORIA,IV,ELQUI,ANDACOLLO,VICTORIA 2,TRANQUE DE RELAVE,COBRE-ORO,"6,654,105.441900000000000","300,577.750300000010000",450.000000000000000,ABANDONADO,S/I,S/I, , , , ,"42,316",441.131639919000010, ,0,0,0,0,0,-30.2282569694044,-71.0722074930061
89,85,HECTOR GONZALEZ CASTILLO,PLANTA HUANA,IV,LIMARI,MONTE PATRIA,HUANA 2,TRANQUE DE RELAVE,COBRE,"6,600,888.495600000000000","312,984.787499999980000",477.000000000000000,ABANDONADO,S/I,S/I, , ,AGUAS ARRIBA, ,"44,550",696.511568405000050, ,0,"78,000",0,"117,000","9,500",-30.7101810374595,-70.9529065835181
90,86,HECTOR GONZALEZ CASTILLO,PLANTA HUANA,IV,LIMARI,MONTE PATRIA,HUANA 1,TRANQUE DE RELAVE,COBRE,"6,601,062.532999999800000","312,916.583199999990000",469.000000000000000,ABANDONADO,S/I,S/I, , ,AGUAS ARRIBA, ,"44,550",587.893716835999950, ,0,"67,841",0,"101,761","8,400",-30.7086007914223,-70.9535868158579
91,87,EPV,QUIROGA,IV,LIMARI,OVALLE,LA QUIROGA 1,TRANQUE DE RELAVE,COBRE,"6,617,197.047299999700000","272,713.932600000000000",392.000000000000000,ABANDONADO,S/I,S/I, , , , ,"44,827",22.097302841099999, ,0,0,0,0,0,-30.5561396386581,-71.369570422271
92,88,J. HENRIQUEZ A.,PLANTA EL ALGARROBO,IV,LIMARI,RIO HURTADO,EL ALGARROBO,TRANQUE DE RELAVE,COBRE,"6,629,429.290500000100000","308,384.811300000000000",625.000000000000000,ABANDONADO,S/I,S/I, , , , ,"42,078",276.149275542999990, ,0,0,0,0,0,-30.4520602798348,-70.9956368118396
93,89,RIGOBERTO VASQUEZ VERA,FAENA RIGOBERTO VASQUEZ VERA,IV,CHOAPA,ILLAPEL,SANTA TERESA,TRANQUE DE RELAVE,COBRE-ORO,"6,527,714.604199999900000","304,447.210199999970000","1,561.000000000000000",ACTIVO,24-12-2003,3882, , , , ,"46,655",675.640620580000020, ,0,0,0,0,0,-31.3686465180171,-71.0561506554761
94,90,MIGUEL AGUIRRE BUSTAMANTE,FAENA MIGUEL AGUIRRE BUSTAMANTE,IV,CHOAPA,ILLAPEL,PLUMA DE ORO,EMBALSE,COBRE-ORO,"6,497,506.021999999900000","294,053.525800000000000",321.000000000000000,NO ACTIVO,24-11-2014,2567,27-07-2015,1049,N_A,CORROBORAR DATOS. RES DE PARALIZACION. RES PDC = RECHAZO,"42,834",113.079969331000000, ,0,"48,700",0,"73,050","38,200",-31.6392102016878,-71.1716608974372
95,91,EDUARDO OLIVARES CAÑAS,FAENA DOS ESPINOS,IV,ELQUI,LA HIGUERA,DOS ESPINOS 1-2,EMBALSE,ORO,"6,741,492.300599999700000","326,504.164600000020000",943.000000000000000,NO ACTIVO,12-12-1988,1263,N_A,N_A,N_A,VOL = 1+2. DATO SEGUN PROYECTO,"43,048",112.241728446000000, ,0,"26,000",0,"39,000","1,600",-29.4439768757985,-70.7888196622393
96,92,MANUEL AGUIRRE BUSTAMANTE,FAENA LA FORTUNA,IV,CHOAPA,ILLAPEL,LA FORTUNA 2,TRANQUE DE RELAVE,COBRE,"6,523,009.142900000300000","301,820.435100000000000",893.000000000000000,NO ACTIVO,19-10-1989,1002,25-03-2014,913,AGUAS ARRIBA,EXCEDIO CAPACIDAD,"46,832",78.750468214999998, ,0,"21,870",0,"32,805","6,100",-31.4106285834061,-71.0846921139099
97,93,MANUEL AGUIRRE BUSTAMANTE,FAENA LA FORTUNA,IV,CHOAPA,ILLAPEL,LA FORTUNA 1,EMBALSE,COBRE,"6,523,108.357699999600000","301,843.846900000000000",895.000000000000000,NO ACTIVO,S/I,S/I,25-03-2014,913,N_A,PEQUEÑO COLAPSO,"46,832",67.061219922000006, ,0,"1,345",0,"2,017",900,-31.4097380019701,-71.0844261934646
98,94,SLM NANCY PRIMERA (TOMAS PONCE),FAENA PONCE,IV,ELQUI,ANDACOLLO,PONCE 1,TRANQUE DE RELAVE,COBRE-ORO,"6,651,547.667999999600000","300,079.637600000020000","1,077.000000000000000",NO ACTIVO, , , , ,AGUAS ARRIBA,OP. 1967,"42,316","2,743.421116529999800", ,0,"7,585",0,"11,377",700,-30.2512418782037,-71.0778659293944
99,95,BELTRAN DEL TRANSITO PIZARRO,FAENA MARIANITA,IV,ELQUI,VICUÑA,MARIANITA,TRANQUE DE RELAVE,ORO,"6,679,404.918100000400000","306,901.901100000020000",250.000000000000000,ACTIVO,29-04-1988,479,15-10-2014,2147,AGUAS ARRIBA, ,"42,265",15.959905338000000, ,0,"70,000",0,"105,000","10,500",-30.0011057287637,-71.0019189567325
100,96,PEDRO FLORES DIAZ,PLANTA HORIZONTE,IV,CHOAPA,ILLAPEL,HORIZONTE 2,TRANQUE DE RELAVE,ORO,"6,517,706.199400000300000","305,413.759499999990000",694.000000000000000,ABANDONADO,01-06-1987,498,N_A,N_A,AGUAS ARRIBA,CORROBORAR DATOS. SE OBSERVAN MAS DEPOSITOS,"46,472",107.618846289000000, ,0,"4,900",0,"7,350","1,600",-31.4590534375149,-71.0479536462529
101,97,PEDRO FLORES DIAZ,PLANTA HORIZONTE,IV,CHOAPA,ILLAPEL,HORIZONTE 1,TRANQUE DE RELAVE,ORO,"6,517,688.231100000400000","305,452.871199999990000",697.000000000000000,ABANDONADO,01-06-1987,498,N_A,N_A,AGUAS ARRIBA,CORROBORAR DATOS. SE OBSERVAN MAS DEPOSITOS,"46,472",109.718396262000000, ,0,"6,300",0,"9,450","1,900",-31.4592220348584,-71.0475457591947
102,99,JUAN POLO OSSES,FAENA TUNQUEN,IV,CHOAPA,ILLAPEL,RELAVES 1,TRANQUE DE RELAVE,COBRE,"6,516,048.120699999900000","300,721.205200000030000",592.000000000000000,ABANDONADO, , , , ,AGUAS ARRIBA ?,SIN PROYECTO,"46,715",63.557226686900002, ,0,"31,200",0,"46,800","4,200",-31.473204377598,-71.0976468081932
103,101,SOC. MINERA CALIFORNIA (VICTOR NAZER ESBIR?),FAENA NUEVA CALIFORNIA,IV,CHOAPA,ILLAPEL,TRANQUE DE RELAVE,TRANQUE DE RELAVE,COBRE,"6,505,503.182699999800000","300,599.412900000000000",458.000000000000000,NO ACTIVO,01-02-2006,5, , , , ,"45,388",423.338584388000020, ,0,0,0,0,0,-31.5682608812522,-71.101055830808
104,102,RENE SOLIS VEGA,FAENA SAN JORGE,IV,CHOAPA,ILLAPEL,TRANQUE DE RELAVE 3,TRANQUE DE RELAVE,COBRE,"6,498,176.411399999600000","294,965.543899999990000",600.000000000000000,NO ACTIVO,S/I,S/I, , ,AGUAS ARRIBA ?, ,"42,834",49.612007014400000, ,0,0,0,0,"8,000",-31.6333292517445,-71.1619098223302
105,103,PUENTE NEGRO,PLANTA PUENTE NEGRO,IV,CHOAPA,ILLAPEL,PUENTE NEGRO,EMBALSE,COBRE,"6,491,331.148900000400000","285,062.453800000020000",195.000000000000000,NO ACTIVO,15-01-2008,42, , ,N_A, ,"45,307",133.508735019000000, ,0,"39,000",0,"58,500","10,400",-31.6932303134707,-71.2677605615157
106,104,COMITE DE PIRQUINEROS DE LOS MORROS,FAENA LOS MORROS,IV,ELQUI,LA HIGUERA,LOS MORROS,TRANQUE DE RELAVE,ORO,"6,748,205.873700000300000","330,397.217999999990000","1,651.000000000000000",ACTIVO,S/I,S/I, , , , ,"43,047",633.747221970000060, ,0,0,0,0,0,-29.3839455576781,-70.7476593690992
107,105,ENAMI,FAENA DELTA,IV,LIMARI,OVALLE,DELTA,EN PASTA,COBRE,"6,622,744.842899999600000","286,343.190100000010000",371.000000000000000,ACTIVO,18-05-2010,441, , ,N_A,CORROBORAR DENSIDAD,"44,731","1,992.903059600000000", ,"2,275,087","5,882,352","3,412,631","10,000,000","51,000",-30.5086227637109,-71.2264301272198
108,106,SLM LA FORTUNA (GABRIEL GUERRA OLIVARES),FAENA EL CANELILLO,IV,CHOAPA,ILLAPEL,EL CANELILLO,TRANQUE DE RELAVE,COBRE,"6,522,744.641099999700000","301,868.329099999970000",879.000000000000000,NO ACTIVO,17-07-1987,644,N_A,N_A,AGUAS ARRIBA,SE OBSERVA OTRO DEPOSITO. CORROBORAR DATOS,"46,832",203.150668951999990, ,0,"24,216",0,"36,324","5,600",-31.4130216969032,-71.0842413350814
109,843,SCM HMC GOLD,TAMBO DE ORO,IV,LIMARI,PUNITAQUI,DEPOSITO DE RELAVES,FILTRADO,ORO,"6,584,368.756699999800000","287,453.134100000020000",250.000000000000000,ACTIVO, , , , ,N_A, ,"44,286",380.173946100000020, ,"149,616","450,000","224,425","720,000","6,601",-30.8548522990841,-71.222786567927
110,107,JAIME PEREZ GOMEZ,FAENA EL ROMERO,IV,CHOAPA,ILLAPEL,EL ROMERO 1-2,TRANQUE DE RELAVE,COBRE-ORO,"6,522,389.279199999800000","304,278.124200000020000",950.000000000000000,NO ACTIVO,10-05-1983,535,N_A,N_A,AGUAS ARRIBA,CORROBORAR DATOS,"46,049",137.630094590000000, ,0,"5,700",0,"8,550","2,000",-31.4166355682935,-71.0589755670816
111,108,FERNANDO YOUNG UGALDE,PLANTA - TRAPICHE YOUNG (EX PLANTA CANELA),IV,CHOAPA,CANELA,CANELA,TRANQUE DE RELAVE,ORO,"6,522,671.982499999900000","265,441.923499999980000",277.000000000000000,NO ACTIVO,17-07-1987,650,N_A,N_A,EJE CENTRAL, ,"45,982",60.563056776499998, ,0,"14,000",0,"21,000","1,800",-31.4068753055197,-71.4671666081936
112,109,OSCAR SEGOVIA ORTIZ,PLANTA SANTA CAMILA,IV,LIMARI,PUNITAQUI,TRANQUE DE RELAVE,TRANQUE DE RELAVE,COBRE,"6,583,321.068599999900000","285,354.883099999980000",291.000000000000000,NO ACTIVO,S/I,S/I, , , , ,"44,486",507.427835522000010, ,0,0,0,0,0,-30.8639202780918,-71.2449358117344
113,110,JUAN GODOY ALBALLAY,FAENA BELLAVISTA,IV,ELQUI,ANDACOLLO,BELLAVISTA 1,TRANQUE DE RELAVE,ORO-COBRE,"6,651,305.962399999600000","300,291.480900000020000","1,058.000000000000000",NO ACTIVO,05-09-1983,942,N_A,N_A,AGUAS ARRIBA, ,"42,316","3,029.900874420000000", ,0,"43,200",0,"64,800","8,100",-30.253456558658,-71.075711201807
114,111,SOC. MINERA SAN MIGUEL (EX ORIEL JERALDO),FAENA SAN MIGUEL (EX-ANDACOLLO),IV,ELQUI,ANDACOLLO,SAN MIGUEL 5 (EX-ANDACOLLO 5),TRANQUE DE RELAVE,ORO,"6,653,571.081100000100000","301,132.011300000010000","1,039.000000000000000",NO ACTIVO, , , , ,AGUAS ARRIBA, ,"42,316",866.015752618999950, ,0,"32,800",0,"49,200","3,000",-30.2331669776325,-71.0665521032172
115,112,MINERA BARBA SCM,PLANTA DON JULIO,IV,LIMARI,COMBARBALA,FLOR DE VALLE 1-2,TRANQUE DE RELAVE,COBRE,"6,544,882.874800000300000","303,789.401900000000000",877.000000000000000,NO ACTIVO,S/I,S/I, , ,N_A, ,"43,534",416.196945670999980, ,0,0,0,0,0,-31.2137299237832,-71.0596933492314
116,114,CIA. MINERA CLAUDIO ALBERTO ISA,FAENA ENRIQUETA,IV,ELQUI,LA HIGUERA,TRANQUE DE RELAVE,TRANQUE DE RELAVE,COBRE,"6,749,709.602400000200000","294,762.151699999990000",280.000000000000000,ABANDONADO,S/I,S/I, , , , ,"43,042",233.717101431000000, ,0,0,0,0,0,-29.3650654802045,-71.1143883676965
117,115,CIA. MINERA CLAUDIO ALBERTO ISA,FAENA ENRIQUETA,IV,ELQUI,LA HIGUERA,ENRIQUETA,TRANQUE DE RELAVE,COBRE-ORO,"6,749,895.789599999800000","294,613.017200000000000",281.000000000000000,NO ACTIVO,23-02-1989,249,N_A,N_A,AGUAS ARRIBA,ACTUALMENTE HAY MAS DE 1 DEPOSITO,"43,042",360.667916739000020, ,0,"49,000",0,"73,500","2,000",-29.3633618409283,-71.1158891720013
118,116,SCM VENTANA MINERALS,FAENA TRIMINERALS  EX LA COLONIA,IV,CHOAPA,ILLAPEL,EX LA COLONIA 1,TRANQUE DE RELAVE,ORO,"6,503,361.601900000100000","299,111.441899999980000",424.000000000000000,NO ACTIVO,05-02-1988,180,N_A,N_A,AGUAS ARRIBA,CORROBORAR DATOS,"45,388",96.909943692200002, ,0,"4,100",0,"6,150","4,300",-31.5873112438659,-71.1171618743793
119,117,TRIMERALS (ARRIENDO A VENTANA MINERALS),FAENA TRIMINERALS  EX LA COLONIA,IV,CHOAPA,ILLAPEL,EMBALSE DE RELAVES,EMBALSE,COBRE-ORO-PLATA,"6,503,010.585799999500000","299,095.918000000010000",436.000000000000000,ACTIVO,08-11-2010,987,09-12-2011,4074,N_A, ,"45,388",182.365904967000010, ,0,"226,100",0,"407,000","32,471",-31.5904733701572,-71.1173969890761
120,118,MINERA LOS CRISTALES,LOS CRISTALES,IV,LIMARI,PUNITAQUI,LOS CRISTALES DIVISADERO 1-2,EMBALSE,COBRE,"6,584,054.793600000400000","294,599.900700000000000",680.000000000000000,NO ACTIVO,03-06-2011,1555, , ,N_A, ,"45,014",95.249671523200007, ,0,"44,007",0,"74,812",0,-30.8589445818023,-71.1481549055459
121,119,MINERA ILLAPEL S.A. (EX EDGARDO PALMA),FAENA ILLAPEL,IV,CHOAPA,ILLAPEL,ILLAPEL,EMBALSE,COBRE,"6,521,902.729799999900000","301,974.685500000020000",815.000000000000000,ACTIVO,16-11-2010,1020, , ,N_A,HUBO 3 DEPOSITOS ANTIGUOS,"46,110",305.044648552000010, ,"50,667","271,334","76,000","407,000","1,500",-31.4206311063868,-71.0832909889743
122,120,SOC. MINERA SANTA ESPERANZA S.A.,FAENA ESPERANZA,IV,LIMARI,OVALLE,TRANQUE DE RELAVE,TRANQUE DE RELAVE,COBRE,"6,601,260.593000000300000","287,849.580399999980000",424.000000000000000,ABANDONADO,S/I,S/I, , , , ,"44,430","1,231.341244870000100", ,0,0,0,0,0,-30.7026138298626,-71.215148740471
123,121,SOC. EXPLOTADORA MINERA RA LTDA.,FAENA RA,IV,ELQUI,LA HIGUERA,EMBALSE DE RELAVE,EMBALSE,COBRE,"6,753,279.079699999700000","291,759.822900000030000",258.000000000000000,NO ACTIVO,19-03-2012,836, , ,N_A, ,"42,905",942.214078728000000, ,0,"324,793",0,"552,148",0,-29.3323779975306,-71.1446263648538
124,122,MINERA ALTO PUNITAQUI,ALTOS DE PUNITAQUI,IV,LIMARI,PUNITAQUI,TRANQUE 3 (EX TAMAYA III),TRANQUE DE RELAVE,COBRE,"6,583,805.582200000100000","286,524.597599999980000",296.000000000000000,ACTIVO,25-07-2008,639,21-08-2015,2122,EJE CENTRAL, ,"44,286",120.310078580000000, ,"3,021,682","3,157,334","4,532,523","4,736,000","155,899",-30.8597631634821,-71.2326085598223
125,123,JAIME LUIS RAMIREZ RAMIREZ (EX LUIS MIRANDA ANSIETA),JAIME LUIS RAMIREZ RAMIREZ (EX PLANTA MIRANDA),IV,ELQUI,ANDACOLLO,MIRANDA,TRANQUE DE RELAVE,COBRE,"6,651,312.950899999600000","299,936.109200000010000","1,060.000000000000000",ACTIVO,28-09-1984,922,N_A,N_A, , ,"42,316","2,946.791581730000000", ,"7,148","24,667","10,723","37,000","6,953",-30.253334959454,-71.0794014643725
126,124,EMPRESA EDUARDO LERY LERY EIRL,FAENA KATTIA,IV,CHOAPA,ILLAPEL,KATTIA 1,TRANQUE DE RELAVE,COBRE,"6,527,084.144399999600000","303,109.810300000010000","1,521.000000000000000",ACTIVO,S/I,S/I,27-07-2015,1894,AGUAS ARRIBA, ,"46,655",206.216116140999990, ,0,"85,388",0,"128,082","9,100",-31.3741051057345,-71.0703297293895
127,125,MINERA CHINA CO LTDA.,PEJERREYES,IV,LIMARI,OVALLE,PEJERREYES,TRANQUE DE RELAVE,COBRE,"6,634,919.861899999900000","282,519.850600000010000",583.000000000000000,ACTIVO,S/I,S/I, , , , ,"42,094",514.570245546000020, ,0,0,0,0,0,-30.3981551874324,-71.2637054388385
128,127,MARAY S.A.,FAENA EL MARAY,IV,ELQUI,ANDACOLLO,TRANQUE DE RELAVE,TRANQUE DE RELAVE,ORO,"6,654,226.102099999800000","301,852.028500000010000","1,020.000000000000000",NO ACTIVO,S/I,S/I, , , , ,"42,316",219.116787010000000, ,0,0,0,0,0,-30.2273774717742,-71.0589509071733
129,129,CIA. MINERA DELIRIO EIRL (JOSE ALVAREZ),FAENA LAS ROJAS,IV,ELQUI,LA SERENA,TRANQUE DE LAMAS 3,TRANQUE DE RELAVE,COBRE,"6,681,575.755599999800000","301,928.309599999980000",246.000000000000000,NO ACTIVO,S/I,S/I, , , , ,"42,992",783.215842492999970, ,0,0,0,0,0,-29.9807332786127,-71.0530516160916
